Epoch,LR,Train_Loss,Train_MSE,Train_SAD,Train_Grad,Train_Acc,Val_Loss,Val_MSE,Val_SAD,Val_Grad,Val_Acc
1,9.7577e-05,2.285105,0.124390,639.879465,209.834420,69.488169,1.468149,0.075641,209.486014,268.831178,80.021857
